pid,attribute,phase,calculation,value
"('CONTROL', 'm8YdCZB7euiy')",first_name,phase_2,proportion,0.020801330914923900
"('CONTROL', 'm8YdCZB7euiy')",gender,phase_1,AD,0.99949695197051300
"('CONTROL', 'm8YdCZB7euiy')",gender,phase_1,diversity,0.0
"('CONTROL', 'm8YdCZB7euiy')",gender,phase_1,proportion,0.4252873563218390
"('CONTROL', 'm8YdCZB7euiy')",gender,phase_1,ratio,0.5
"('CONTROL', 'm8YdCZB7euiy')",gender,phase_2,AD,0.99949695197051300
"('CONTROL', 'm8YdCZB7euiy')",gender,phase_2,diversity,0.0
"('CONTROL', 'm8YdCZB7euiy')",gender,phase_2,proportion,0.4252873563218390
"('CONTROL', 'm8YdCZB7euiy')",gender,phase_2,ratio,0.5
"('CONTROL', 'm8YdCZB7euiy')",id,phase_1,AD,0.27016558971534900
"('CONTROL', 'm8YdCZB7euiy')",id,phase_1,diversity,0.0181818181818182
"('CONTROL', 'm8YdCZB7euiy')",id,phase_1,proportion,0.0181818181818182
"('CONTROL', 'm8YdCZB7euiy')",id,phase_2,AD,0.27016558971534900
"('CONTROL', 'm8YdCZB7euiy')",id,phase_2,diversity,0.0181818181818182
"('CONTROL', 'm8YdCZB7euiy')",id,phase_2,proportion,0.0181818181818182
"('CONTROL', 'm8YdCZB7euiy')",last_name,phase_1,AD,0.24078119892491200
"('CONTROL', 'm8YdCZB7euiy')",last_name,phase_1,diversity,0.018859649122807000
"('CONTROL', 'm8YdCZB7euiy')",last_name,phase_1,proportion,0.01874398749398750
"('CONTROL', 'm8YdCZB7euiy')",last_name,phase_2,AD,0.24078119892491200
"('CONTROL', 'm8YdCZB7euiy')",last_name,phase_2,diversity,0.018859649122807000
"('CONTROL', 'm8YdCZB7euiy')",last_name,phase_2,proportion,0.01874398749398750
"('CONTROL', 'm8YdCZB7euiy')",occupation,phase_1,AD,0.77395647393195900
"('CONTROL', 'm8YdCZB7euiy')",occupation,phase_1,diversity,0.13333333333333300
"('CONTROL', 'm8YdCZB7euiy')",occupation,phase_1,proportion,0.125119117915018
"('CONTROL', 'm8YdCZB7euiy')",occupation,phase_2,AD,0.77395647393195900
"('CONTROL', 'm8YdCZB7euiy')",occupation,phase_2,diversity,0.13333333333333300
"('CONTROL', 'm8YdCZB7euiy')",occupation,phase_2,proportion,0.125119117915018
"('CONTROL', 'm8YdCZB7euiy')",party,phase_1,AD,0.10073700406484600
"('CONTROL', 'm8YdCZB7euiy')",party,phase_1,diversity,0.0
"('CONTROL', 'm8YdCZB7euiy')",party,phase_1,proportion,0.03846153846153850
"('CONTROL', 'm8YdCZB7euiy')",party,phase_1,ratio,0.5
"('CONTROL', 'm8YdCZB7euiy')",party,phase_2,AD,0.10073700406484600
"('CONTROL', 'm8YdCZB7euiy')",party,phase_2,diversity,0.0
"('CONTROL', 'm8YdCZB7euiy')",party,phase_2,proportion,0.03846153846153850
"('CONTROL', 'm8YdCZB7euiy')",party,phase_2,ratio,0.5
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_abortion_after_6_weeks,phase_1,AD,0.99999999347277400
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_abortion_after_6_weeks,phase_1,diversity,0.10952380952381000
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_abortion_after_6_weeks,phase_1,proportion,0.08750805288083930
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_abortion_after_6_weeks,phase_2,AD,0.99999999347277400
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_abortion_after_6_weeks,phase_2,diversity,0.10952380952381000
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_abortion_after_6_weeks,phase_2,proportion,0.08750805288083930
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,AD,0.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,diversity,0.10476190476190500
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,proportion,0.05173277269070930
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,AD,0.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,diversity,0.10476190476190500
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,proportion,0.05173277269070930
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_budget_for_free_school_lunch_program,phase_1,AD,0.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_budget_for_free_school_lunch_program,phase_1,diversity,0.1380952380952380
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_budget_for_free_school_lunch_program,phase_1,proportion,0.12210538418025800
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_budget_for_free_school_lunch_program,phase_2,AD,0.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_budget_for_free_school_lunch_program,phase_2,diversity,0.1380952380952380
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_budget_for_free_school_lunch_program,phase_2,proportion,0.12210538418025800
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_medicare_coverage,phase_1,AD,0.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_medicare_coverage,phase_1,diversity,0.12380952380952400
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_medicare_coverage,phase_1,proportion,0.11093858122669600
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_medicare_coverage,phase_2,AD,0.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_medicare_coverage,phase_2,diversity,0.12380952380952400
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_medicare_coverage,phase_2,proportion,0.11093858122669600
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_veterans_affairs,phase_1,AD,0.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_veterans_affairs,phase_1,diversity,0.09047619047619050
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_veterans_affairs,phase_1,proportion,0.07949255063122890
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_veterans_affairs,phase_2,AD,0.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_veterans_affairs,phase_2,diversity,0.09047619047619050
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_budget_for_veterans_affairs,phase_2,proportion,0.07949255063122890
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_gun_control_legislation,phase_1,AD,0.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_gun_control_legislation,phase_1,diversity,0.05714285714285710
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_gun_control_legislation,phase_1,proportion,0.044157097344229800
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_gun_control_legislation,phase_2,AD,0.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_gun_control_legislation,phase_2,diversity,0.05714285714285710
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_increase_gun_control_legislation,phase_2,proportion,0.044157097344229800
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_legalize_medical_marijuana,phase_1,AD,1.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_legalize_medical_marijuana,phase_1,diversity,0.12380952380952400
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_legalize_medical_marijuana,phase_1,proportion,0.07298290612056760
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_legalize_medical_marijuana,phase_2,AD,1.0
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_legalize_medical_marijuana,phase_2,diversity,0.12380952380952400
"('CONTROL', 'm8YdCZB7euiy')",policy_strength_legalize_medical_marijuana,phase_2,proportion,0.07298290612056760
"('CONTROL', 'm8YdCZB7euiy')",political_experience,phase_1,AD,0.28502445532676100
"('CONTROL', 'm8YdCZB7euiy')",political_experience,phase_1,diversity,0.3
"('CONTROL', 'm8YdCZB7euiy')",political_experience,phase_1,proportion,0.1
"('CONTROL', 'm8YdCZB7euiy')",political_experience,phase_2,AD,0.28502445532676100
"('CONTROL', 'm8YdCZB7euiy')",political_experience,phase_2,diversity,0.3
"('CONTROL', 'm8YdCZB7euiy')",political_experience,phase_2,proportion,0.1
"('CONTROL', 'm8YdCZB7euiy')",religion,phase_1,AD,0.99487569538786800
"('CONTROL', 'm8YdCZB7euiy')",religion,phase_1,diversity,0.18666666666666700
"('CONTROL', 'm8YdCZB7euiy')",religion,phase_1,proportion,0.13741770862934500
"('CONTROL', 'm8YdCZB7euiy')",religion,phase_2,AD,0.99487569538786800
"('CONTROL', 'm8YdCZB7euiy')",religion,phase_2,diversity,0.18666666666666700
"('CONTROL', 'm8YdCZB7euiy')",religion,phase_2,proportion,0.13741770862934500
"('CONTROL', 'oxTwBvZsd5HT')",age,phase_1,AD,0.87270797523478900
"('CONTROL', 'oxTwBvZsd5HT')",age,phase_1,diversity,0.5
"('CONTROL', 'oxTwBvZsd5HT')",age,phase_1,proportion,0.2
"('CONTROL', 'oxTwBvZsd5HT')",age,phase_2,AD,0.87270797523478900
"('CONTROL', 'oxTwBvZsd5HT')",age,phase_2,diversity,0.5
"('CONTROL', 'oxTwBvZsd5HT')",age,phase_2,proportion,0.2
"('CONTROL', 'oxTwBvZsd5HT')",education,phase_1,AD,0.25654406510184400
"('CONTROL', 'oxTwBvZsd5HT')",education,phase_1,diversity,0.15714285714285700
"('CONTROL', 'oxTwBvZsd5HT')",education,phase_1,proportion,0.07767506847287000
"('CONTROL', 'oxTwBvZsd5HT')",education,phase_2,AD,0.25654406510184400
"('CONTROL', 'oxTwBvZsd5HT')",education,phase_2,diversity,0.15714285714285700
"('CONTROL', 'oxTwBvZsd5HT')",education,phase_2,proportion,0.07767506847287000
"('CONTROL', 'oxTwBvZsd5HT')",first_name,phase_1,AD,0.66996074695710800
"('CONTROL', 'oxTwBvZsd5HT')",first_name,phase_1,diversity,0.02191358024691360
"('CONTROL', 'oxTwBvZsd5HT')",first_name,phase_1,proportion,0.022277048091153800
"('CONTROL', 'oxTwBvZsd5HT')",first_name,phase_2,AD,0.66996074695710800
"('CONTROL', 'oxTwBvZsd5HT')",first_name,phase_2,diversity,0.02191358024691360
"('CONTROL', 'oxTwBvZsd5HT')",first_name,phase_2,proportion,0.022277048091153800
"('CONTROL', 'oxTwBvZsd5HT')",gender,phase_1,AD,0.99999999999955200
"('CONTROL', 'oxTwBvZsd5HT')",gender,phase_1,diversity,0.8
"('CONTROL', 'oxTwBvZsd5HT')",gender,phase_1,proportion,0.885057471264368
"('CONTROL', 'oxTwBvZsd5HT')",gender,phase_1,ratio,0.1
"('CONTROL', 'oxTwBvZsd5HT')",gender,phase_2,AD,0.99999999999955200
"('CONTROL', 'oxTwBvZsd5HT')",gender,phase_2,diversity,0.8
"('CONTROL', 'oxTwBvZsd5HT')",gender,phase_2,proportion,0.885057471264368
"('CONTROL', 'oxTwBvZsd5HT')",gender,phase_2,ratio,0.1
"('CONTROL', 'oxTwBvZsd5HT')",id,phase_1,AD,0.27016558971534900
"('CONTROL', 'oxTwBvZsd5HT')",id,phase_1,diversity,0.018181818181818200
"('CONTROL', 'oxTwBvZsd5HT')",id,phase_1,proportion,0.018181818181818200
"('CONTROL', 'oxTwBvZsd5HT')",id,phase_2,AD,0.27016558971534900
"('CONTROL', 'oxTwBvZsd5HT')",id,phase_2,diversity,0.018181818181818200
"('CONTROL', 'oxTwBvZsd5HT')",id,phase_2,proportion,0.018181818181818200
"('CONTROL', 'oxTwBvZsd5HT')",last_name,phase_1,AD,0.37421877425400900
"('CONTROL', 'oxTwBvZsd5HT')",last_name,phase_1,diversity,0.018859649122807000
"('CONTROL', 'oxTwBvZsd5HT')",last_name,phase_1,proportion,0.018947983233697500
"('CONTROL', 'oxTwBvZsd5HT')",last_name,phase_2,AD,0.37421877425400900
"('CONTROL', 'oxTwBvZsd5HT')",last_name,phase_2,diversity,0.018859649122807000
"('CONTROL', 'oxTwBvZsd5HT')",last_name,phase_2,proportion,0.018947983233697500
"('CONTROL', 'oxTwBvZsd5HT')",occupation,phase_1,AD,0.09636005343303310
"('CONTROL', 'oxTwBvZsd5HT')",occupation,phase_1,diversity,0.11111111111111100
"('CONTROL', 'oxTwBvZsd5HT')",occupation,phase_1,proportion,0.059089400505990300
"('CONTROL', 'oxTwBvZsd5HT')",occupation,phase_2,AD,0.09636005343303310
"('CONTROL', 'oxTwBvZsd5HT')",occupation,phase_2,diversity,0.11111111111111100
"('CONTROL', 'oxTwBvZsd5HT')",occupation,phase_2,proportion,0.059089400505990300
"('CONTROL', 'oxTwBvZsd5HT')",party,phase_1,AD,0.9921496867839310
"('CONTROL', 'oxTwBvZsd5HT')",party,phase_1,diversity,0.8
"('CONTROL', 'oxTwBvZsd5HT')",party,phase_1,proportion,0.8076923076923080
"('CONTROL', 'oxTwBvZsd5HT')",party,phase_1,ratio,0.1
"('CONTROL', 'oxTwBvZsd5HT')",party,phase_2,AD,0.9921496867839310
"('CONTROL', 'oxTwBvZsd5HT')",party,phase_2,diversity,0.8
"('CONTROL', 'oxTwBvZsd5HT')",party,phase_2,proportion,0.8076923076923080
"('CONTROL', 'oxTwBvZsd5HT')",party,phase_2,ratio,0.1
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_abortion_after_6_weeks,phase_1,AD,1.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_abortion_after_6_weeks,phase_1,diversity,0.1380952380952380
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_abortion_after_6_weeks,phase_1,proportion,0.13546691824623700
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_abortion_after_6_weeks,phase_2,AD,1.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_abortion_after_6_weeks,phase_2,diversity,0.1380952380952380
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_abortion_after_6_weeks,phase_2,proportion,0.13546691824623700
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,AD,1.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,diversity,0.15714285714285700
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,proportion,0.15483863041841600
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,AD,1.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,diversity,0.15714285714285700
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,proportion,0.15483863041841600
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_budget_for_free_school_lunch_program,phase_1,AD,0.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_budget_for_free_school_lunch_program,phase_1,diversity,0.15714285714285700
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_budget_for_free_school_lunch_program,phase_1,proportion,0.14870936472151600
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_budget_for_free_school_lunch_program,phase_2,AD,0.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_budget_for_free_school_lunch_program,phase_2,diversity,0.15714285714285700
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_budget_for_free_school_lunch_program,phase_2,proportion,0.14870936472151600
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_medicare_coverage,phase_1,AD,0.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_medicare_coverage,phase_1,diversity,0.1380952380952380
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_medicare_coverage,phase_1,proportion,0.16602635060018000
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_medicare_coverage,phase_2,AD,0.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_medicare_coverage,phase_2,diversity,0.1380952380952380
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_medicare_coverage,phase_2,proportion,0.16602635060018000
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_veterans_affairs,phase_1,AD,0.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_veterans_affairs,phase_1,diversity,0.17142857142857100
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_veterans_affairs,phase_1,proportion,0.15113253842705300
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_veterans_affairs,phase_2,AD,0.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_veterans_affairs,phase_2,diversity,0.17142857142857100
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_budget_for_veterans_affairs,phase_2,proportion,0.15113253842705300
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_gun_control_legislation,phase_1,AD,0.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_gun_control_legislation,phase_1,diversity,0.1380952380952380
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_gun_control_legislation,phase_1,proportion,0.13417286217018800
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_gun_control_legislation,phase_2,AD,0.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_gun_control_legislation,phase_2,diversity,0.1380952380952380
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_increase_gun_control_legislation,phase_2,proportion,0.13417286217018800
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_legalize_medical_marijuana,phase_1,AD,0.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_legalize_medical_marijuana,phase_1,diversity,0.17142857142857100
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_legalize_medical_marijuana,phase_1,proportion,0.16785328670523400
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_legalize_medical_marijuana,phase_2,AD,0.0
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_legalize_medical_marijuana,phase_2,diversity,0.17142857142857100
"('CONTROL', 'oxTwBvZsd5HT')",policy_strength_legalize_medical_marijuana,phase_2,proportion,0.16785328670523400
"('CONTROL', 'oxTwBvZsd5HT')",political_experience,phase_1,AD,0.18414854500287300
"('CONTROL', 'oxTwBvZsd5HT')",political_experience,phase_1,diversity,0.3
"('CONTROL', 'oxTwBvZsd5HT')",political_experience,phase_1,proportion,0.1
"('CONTROL', 'oxTwBvZsd5HT')",political_experience,phase_2,AD,0.18414854500287300
"('CONTROL', 'oxTwBvZsd5HT')",political_experience,phase_2,diversity,0.3
"('CONTROL', 'oxTwBvZsd5HT')",political_experience,phase_2,proportion,0.1
"('CONTROL', 'oxTwBvZsd5HT')",religion,phase_1,AD,0.78045109151096600
"('CONTROL', 'oxTwBvZsd5HT')",religion,phase_1,diversity,0.22666666666666700
"('CONTROL', 'oxTwBvZsd5HT')",religion,phase_1,proportion,0.06586323593996230
"('CONTROL', 'oxTwBvZsd5HT')",religion,phase_2,AD,0.78045109151096600
"('CONTROL', 'oxTwBvZsd5HT')",religion,phase_2,diversity,0.22666666666666700
"('CONTROL', 'oxTwBvZsd5HT')",religion,phase_2,proportion,0.06586323593996230
"('CONTROL', 'q4Eycyoegu9K')",age,phase_1,AD,0.63397182713553500
"('CONTROL', 'q4Eycyoegu9K')",age,phase_1,diversity,0.3
"('CONTROL', 'q4Eycyoegu9K')",age,phase_1,proportion,0.3
"('CONTROL', 'q4Eycyoegu9K')",age,phase_2,AD,0.63397182713553500
"('CONTROL', 'q4Eycyoegu9K')",age,phase_2,diversity,0.3
"('CONTROL', 'q4Eycyoegu9K')",age,phase_2,proportion,0.3
"('CONTROL', 'q4Eycyoegu9K')",education,phase_1,AD,0.78755660998110700
"('CONTROL', 'q4Eycyoegu9K')",education,phase_1,diversity,0.14285714285714300
"('CONTROL', 'q4Eycyoegu9K')",education,phase_1,proportion,0.1224055467179100
"('CONTROL', 'q4Eycyoegu9K')",education,phase_2,AD,0.78755660998110700
"('CONTROL', 'q4Eycyoegu9K')",education,phase_2,diversity,0.14285714285714300
"('CONTROL', 'q4Eycyoegu9K')",education,phase_2,proportion,0.1224055467179100
"('CONTROL', 'q4Eycyoegu9K')",first_name,phase_1,AD,0.24161322596647900
"('CONTROL', 'q4Eycyoegu9K')",first_name,phase_1,diversity,0.02191358024691360
"('CONTROL', 'q4Eycyoegu9K')",first_name,phase_1,proportion,0.021048088648181400
"('CONTROL', 'q4Eycyoegu9K')",first_name,phase_2,AD,0.24161322596647900
"('CONTROL', 'q4Eycyoegu9K')",first_name,phase_2,diversity,0.02191358024691360
"('CONTROL', 'q4Eycyoegu9K')",first_name,phase_2,proportion,0.021048088648181400
"('CONTROL', 'q4Eycyoegu9K')",gender,phase_1,AD,0.98887739909471600
"('CONTROL', 'q4Eycyoegu9K')",gender,phase_1,diversity,0.2
"('CONTROL', 'q4Eycyoegu9K')",gender,phase_1,proportion,0.3103448275862070
"('CONTROL', 'q4Eycyoegu9K')",gender,phase_1,ratio,0.6
"('CONTROL', 'q4Eycyoegu9K')",gender,phase_2,AD,0.98887739909471600
"('CONTROL', 'q4Eycyoegu9K')",gender,phase_2,diversity,0.2
"('CONTROL', 'q4Eycyoegu9K')",gender,phase_2,proportion,0.3103448275862070
"('CONTROL', 'q4Eycyoegu9K')",gender,phase_2,ratio,0.6
"('CONTROL', 'q4Eycyoegu9K')",id,phase_1,AD,0.27016558971534800
"('CONTROL', 'q4Eycyoegu9K')",id,phase_1,diversity,0.0181818181818182
"('CONTROL', 'q4Eycyoegu9K')",id,phase_1,proportion,0.0181818181818182
"('CONTROL', 'q4Eycyoegu9K')",id,phase_2,AD,0.27016558971534800
"('CONTROL', 'q4Eycyoegu9K')",id,phase_2,diversity,0.0181818181818182
"('CONTROL', 'q4Eycyoegu9K')",id,phase_2,proportion,0.0181818181818182
"('CONTROL', 'q4Eycyoegu9K')",last_name,phase_1,AD,0.13515150020569400
"('CONTROL', 'q4Eycyoegu9K')",last_name,phase_1,diversity,0.018859649122807000
"('CONTROL', 'q4Eycyoegu9K')",last_name,phase_1,proportion,0.018539991754277500
"('CONTROL', 'q4Eycyoegu9K')",last_name,phase_2,AD,0.13515150020569400
"('CONTROL', 'q4Eycyoegu9K')",last_name,phase_2,diversity,0.018859649122807000
"('CONTROL', 'q4Eycyoegu9K')",last_name,phase_2,proportion,0.018539991754277500
"('CONTROL', 'q4Eycyoegu9K')",occupation,phase_1,AD,0.50144022658443500
"('CONTROL', 'q4Eycyoegu9K')",occupation,phase_1,diversity,0.15555555555555600
"('CONTROL', 'q4Eycyoegu9K')",occupation,phase_1,proportion,0.10191024345614400
"('CONTROL', 'q4Eycyoegu9K')",occupation,phase_2,AD,0.50144022658443500
"('CONTROL', 'q4Eycyoegu9K')",occupation,phase_2,diversity,0.15555555555555600
"('CONTROL', 'q4Eycyoegu9K')",occupation,phase_2,proportion,0.10191024345614400
"('CONTROL', 'q4Eycyoegu9K')",party,phase_1,AD,0.83623399057641600
"('CONTROL', 'q4Eycyoegu9K')",party,phase_1,diversity,0.4
"('CONTROL', 'q4Eycyoegu9K')",party,phase_1,proportion,0.4230769230769230
"('CONTROL', 'q4Eycyoegu9K')",party,phase_1,ratio,0.3
"('CONTROL', 'q4Eycyoegu9K')",party,phase_2,AD,0.83623399057641600
"('CONTROL', 'q4Eycyoegu9K')",party,phase_2,diversity,0.4
"('CONTROL', 'q4Eycyoegu9K')",party,phase_2,proportion,0.4230769230769230
"('CONTROL', 'q4Eycyoegu9K')",party,phase_2,ratio,0.3
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_abortion_after_6_weeks,phase_1,AD,0.99999999347277400
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_abortion_after_6_weeks,phase_1,diversity,0.10952380952381000
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_abortion_after_6_weeks,phase_1,proportion,0.08750805288083930
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_abortion_after_6_weeks,phase_2,AD,0.99999999347277400
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_abortion_after_6_weeks,phase_2,diversity,0.10952380952381000
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_abortion_after_6_weeks,phase_2,proportion,0.08750805288083930
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,AD,1.0
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,diversity,0.10476190476190500
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_alcohol_sales_on_sundays,phase_1,proportion,0.10456216150563200
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,AD,1.0
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,diversity,0.10476190476190500
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_ban_alcohol_sales_on_sundays,phase_2,proportion,0.10456216150563200
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_budget_for_free_school_lunch_program,phase_1,AD,0.0
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_budget_for_free_school_lunch_program,phase_1,diversity,0.1380952380952380
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_budget_for_free_school_lunch_program,phase_1,proportion,0.11574367066926400
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_budget_for_free_school_lunch_program,phase_2,AD,0.0
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_budget_for_free_school_lunch_program,phase_2,diversity,0.1380952380952380
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_budget_for_free_school_lunch_program,phase_2,proportion,0.11574367066926400
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_medicare_coverage,phase_1,AD,0.0
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_medicare_coverage,phase_1,diversity,0.11904761904761900
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_medicare_coverage,phase_1,proportion,0.12991960020771500
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_medicare_coverage,phase_2,AD,0.0
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_medicare_coverage,phase_2,diversity,0.11904761904761900
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_medicare_coverage,phase_2,proportion,0.12991960020771500
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_veterans_affairs,phase_1,AD,0.0
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_veterans_affairs,phase_1,diversity,0.15714285714285700
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_veterans_affairs,phase_1,proportion,0.13588258916412500
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_veterans_affairs,phase_2,AD,0.0
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_veterans_affairs,phase_2,diversity,0.15714285714285700
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_budget_for_veterans_affairs,phase_2,proportion,0.13588258916412500
"('CONTROL', 'q4Eycyoegu9K')",policy_strength_increase_gun_control_legislation,phase_1,AD,0.0
